what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1698511115224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511115524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511119647
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1698511123417
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1698511123677
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1698511128960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511275851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511282427
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1698511295361
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1001090, /cygdrive/c/altera/13.0sp1/digital_clk/software/montre/montre.elf] return code: 4, 'other error'",1698511300527
error,log,,,"Downloading ELF Process failed",1698511300527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511300547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511302294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511303417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511308714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511308744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511310423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511310453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511330161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511336030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511348470
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1698511348480
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1698511350588
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1698511350848
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1698511355957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511373678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511383568
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1698511384469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511434213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511566316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511569220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511570307
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698511570457
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1698511570627
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1698511570627
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1698511570627
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1698511571633
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1698511571633
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1698511571633
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1698511571633
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1698511571633
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1698511571633
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1698511571633
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1698511571633
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1698511571633
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1698511571633
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1698511571633
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1698511571633
